211 ID #,Section,Name,Address,Phone,Email,Website,Hours of Operation,Details,Fees
,HOME MAINTENANCE/HANDYMAN,Handy Housewives,206-B Veltkamp Lane Saskatoon S7T 0S1,306-249-9567,contactus@handhousewives.ca,www.handyhousewives.ca,Mon-Fri 8:30am-5pm,"Provides residential cleaning, regular weekly, biweekly, monthly, move in or move out, or one time deep cleans | Environmentally friendly products | Bonded and Insured","$45.00/hr for weekly/bi-weekly service, $50.00/hr for monthly service, $55.00/hr for one time service"
,HOME MAINTENANCE/HANDYMAN,Merry Maids,"2138 St George Ave, Saskatoon, SK S7M 0K7 Phone: 306-242-8288 or 639-739-0945",,info@merrymaidssaskatoon.ca,https://merrymaidssaskatoon.ca/,,"Affordable, Reliable, Free Estimates | 100% Guarantee of Satisfaction | Supplies & Equipment at No Extra Charge | Bonded | Insured WBI Protection",
,HOME MAINTENANCE/HANDYMAN,Molly Maids,,306-500-0143,,https://mollymaid.ca/locations/saskatchewan/saskatoon/,,"Equipment, Supplies & Transportation Provided | Insured, Bonded & Supervised Staff | FREE No Obligation Estimate | 100% Guarantee of Satisfaction",
,HOME MAINTENANCE/HANDYMAN,The Prairie Painter,918 Glasgow St Saskatoon SK S7J 5K1,(306) 370-3811,info@theprairiepainter.ca,,,"Online estimates, | On-site consultations | Interior painting | Exterior painting | Cabinet refinishing",
,HOME SUPPORT AGENCIES,All About You,2602 Irvine Ave Saskatoon SK S7J 2B3,306-717-4566 (Ken Roberts) or 306-374-9183 (Bonnie Roberts),kenroberts229@gmail.com or bonnieroberts50@hotmail.com,,Mon-Fri (weekends possible),"Companion care: companionship, mail bills and write letters, manage appointments, go for walks, plan visits and outings, mental stimulus | Assist client to medical appointments | Home helper: grocery shopping and errands, check food expiration, prepare light meals, help with laundry, garbage disposal, pick up prescriptions, home maintenance",
,HOME SUPPORT AGENCIES,Alto Home Care,110 – 15 Innovation Blv. Saskatoon SK S7N 2X8,306-500-2452,support@findalto.com,https://findalto.com/saskatoon,"24 Hours a day, 7 days a week",Caring companionship | Personal care | Housekeeping | In-home care | Post hospital care | Booking rates start at $21 per hour | No minimum number of bookings required,Vary among services
,HOME SUPPORT AGENCIES,Bayshore Home Health,#8-130 Robin Cr Saskatoon SK S7L 6M7,306-652-3314 Toll Free: 1-877-289-3997,saskatoon@bayshore.ca Regina: regina@bayshore.ca,www.bayshore.ca,24/7 phone service; Office open Mon-Fri 8:30am-4:30pm,"When a loved one suffers a serious illness or injury, or when seniors need support to keep living independently, arranging and managing home care services can feel overwhelming, that’s why Bayshore Home Health has Care Managers on our team – specially trained nurses who provide ongoing support to our clients and their families – at no additional charge. Our Care Managers are experts in senior home care, and many have years of experience in social work, nursing, health care or senior living. Our Care Managers are your single point of contact for all your home health service needs; they manage the details so that you don’t have to! | Home Support/ Companion Care: To assist people to stay active, maintain independence and lead an enjoyable life through social interaction and help with activities of daily living and household tasks (Light housekeeping, laundry, meal planning and preparation, shopping, recreation and physical activity, companion visits, respite and companion care) | Personal Care: To enable people with chronic health and physical care needs to remain and thrive in the home they love (Grooming, dressing, bathing, meal assistance, medication assistance, palliative and dementia care) | Licensed Practical Nurse: To support people to recover and remain at home; provide treatment for long-term health conditions and specific care needs (Medication administration, chronic condition management, basic dressing changes, palliative care, serious injury care and rehabilitation) | Registered Nurse: To assist people with specialized nursing needs and to facilitate a safe transition from hospital to home (Health, pain, and symptom management, intravenous therapy, advanced wound care, palliative care, serious injury care and rehabilitation, foot care)",
,HOME SUPPORT AGENCIES,Beyond Care Home Health,427 McFaull Cres Saskatoon SK S7V 0T2,306-715-3308,beyondcare04@gmail.com,www.beyondcarehealth.ca,24/7,Personal Care | Foot Care | Medication Assistance | Dementia Care | Palliative Care | Respite Care | Meal Preparation Assistance | Client Companionship,
,HOME SUPPORT AGENCIES,CANE Health Inc,,306-716-9967,info@canehealth.ca Website: https://canehealth.ca/cane,,Open 24 hours Details:,,
,HOME SUPPORT AGENCIES,CarePro Home Care,,639-480-3980,info@carepro247.ca,https://www.care247.ca/lander,,"Home Care and Nursing Services | For all your needs, living independently at home | Free consultations",
,HOME SUPPORT AGENCIES,CBI Health- Saskatoon Home Health,3333 8th St E suite 200 Saskatoon SK S7H 4K1,306-244-2273,,https://www.cbihealth.ca,"24/7 and your call will always be answered, no matter the time of day or night","At CBI, we provide the support your loved one's need and the peace of mind you need – for a few hours a month or around the clock, at home, or in a long-term care or retirement community. | Personal Care, Home Making and support, Nursing, Accompanied Visits, Caregiver Relief, help with Meds and Foot Care. | We’re specially trained to help with Alzheimer’s and dementia, diabetes, acquired brain injury and end of life care. | Call today to see how we have helped families like yours since 1984.",Competitive rates
,HOME SUPPORT AGENCIES,Client Patient Access Services (CPAS),201-310 Idylwyld Dr N Saskatoon SK S7L 0Z2,306-655-4346 Fax: 306-655-4343,,,,"Client Patient Access Services (CPAS) is a department within the Saskatchewan Health Authority who has staff working in the community and the 3 Saskatoon hospitals serving Saskatoon and the surrounding suburban areas. | CPAS is a single point of entry for health care services. These services include: Home Care (nursing and home services), Meals on Wheels, Community Day Programs, Respite (in home or facility), Special Care Homes (formerly called LTC facilities) and Therapeutic services (i.e: Occupational Therapy, Physical Therapy, Social Work, Dietitian, Speech Language Pathology, and Pharmacy). CPAS is also able to link individuals to other Community services that may meet their needs. | CPAS provides in home support by assisting clients to identify their needs and then providing referrals or information on supports that will meet those needs. | Additional programs within CPAS may be available, please contact for further information.",Provincially determined rates; varies based on income
,HOME SUPPORT AGENCIES,ComForCare Home Care,"#3, 501 - 45th Street, West, Saskatoon, S7L 5Z9",306-206-2242,saskatchewan@comforcare.com,www.comforcare.ca/saskatchewan/sk,24/7 We care for your loved ones like they’re our own.,,
,HOME SUPPORT AGENCIES,Daily Living Personal Care,Saskatoon SK,1-314-315-1141,lktaylor0418@gmail.com,www.dailylivingcare.com,24/7 Service,,
,HOME SUPPORT AGENCIES,Home Instead,1633D Quebec Ave Saskatoon SK S7K 1V6 Phone: 306-931-4663 Toll Free: 1-877-757-9834 Fax: 306-931-4699 Email: saskatoon@homeinstead.com Website: www.homeinstead.com/saskatoon-sk Hours of Operation: 24/7 service; Office hours: Mon-Fri 9am-5pm; phone calls answered live on evenings and weekends Details: For families determined to ensure their aging loved ones receive personalized long-term care,,,,,,
,HOME SUPPORT AGENCIES,Just Like Family Home Care Saskatoon,201 - 21st St E Suite 1018D Saskatoon SK S7K 0B8,(306) 713-0329,saskatoon@justlikefamily.ca,www.justlikefamily.ca Details:,Open 24 hours,,
,HOME SUPPORT AGENCIES,LutherCare Communities,"810 45th St W, Saskatoon SK S7L 6A5",306-664-0393 Email: info@luthercare.com Website: www.luthercare.com,,,Mon-Fri: 8:30am-4:30pm,"LutherCare Communities offers a wide range of services to meet the needs of you or your loved ones. Whether you are looking for a retirement community with independent living, intermediate or long-term care we have a place for you to call home. | LutherCare Communities has a resident-first philosophy, which means engaging with residents, families, team members, and our partners to provide the highest standard of care. | Our vision is to provide a safe and caring Continuum of Living™ for those we serve, and our mission is to provide excellent in care, shelter, and support for all entrusted to our care. | In addition, LutherCare is proud to offer a multitude of services to meet various needs including long-term care, independent living, intermediate care homes, group homes, and family housing. | We also offer Home Help, in-home support for older adults plus Adult Day Programs which provide programming for seniors with dementia and a variety of focuses. | These services are fully accredited, highlighting our commitment to excellence.",
,HOME SUPPORT AGENCIES,Neighbourhood Home Care Services,Unit-i 411 Herold Crt Saskatoon SK S7V 0A7,306-716-2329,,www.neighbourhoodhomecare.com,Phone lines open 7 days a week 6am-11pm,"Nursing care, companionship, personal care, palliative care, 24hr care support, Alzheimer’s and dementia care, meal preparation, housekeeping, transportation",
,HOME SUPPORT AGENCIES,Nomad Therapies,210-810 Central Ave Saskatoon SK S7N 2G6,306-382-2939 Fax: 306-934-2517,info@nomadtherapies.ca,https://nomadtherapies.ca/,Mon-Fri 8am-5pm,"Services offered include Physical Therapy, Occupational Therapy, Massage Therapy | Mobile treatments; services brought to you in your home, or wherever you choose | In-clinic treatments for all services","Variable, please contact for cost of services and further information"
,HOME SUPPORT AGENCIES,Nurse Next Door Saskatoon,105-143 Payne Bend Saskatoon SK S7W 1H1,306-205-6266,saskatoon@nursenextdoor.com,www.nursenextdoor.com,Mon-Sun 24/7,"Home Nursing: Post – operative care, Medication Management / Medication Administration, Wound care, Complex care | Companionship / caregiving: Social & Emotional support, Groceries / Meal Preparation | Memory care: Alzheimer’s care, Dementia care, Safety monitoring | Respite Care : Hospital respite care, Home respite care | End-of-life support: End-of-life care, Hospice care, Respite for family members | Personal Care: Bathing & Personal hygiene, Dressing & grooming, Toileting assistance","We offer premium services and fees vary, depending on level of care"
,HOME SUPPORT AGENCIES,OverC Health Advocates,210-810 Central Ave Saskatoon SK S7N 26G,306-934-2535 Fax: 306-934-2517,admin@overchealth.ca,www.overchealth.ca,Mon-Fri 8:30am-4:30pm,"Communicate with any health care professionals that work within the healthcare system, on behalf of the client, including physicians and other health care providers. | Gather and organize health information including specialist consult reports and third-party reports. | Outline health care options and facilitate the decision-making process. | Assist in navigating the health care industry to find information easily and quickly. | Assist in managing health care appointments, including attending the appointment with the client, if requested.",
,HOME SUPPORT AGENCIES,Saskatoon Home Support Ltd. (SHS),,,,,,,
,HOME SUPPORT AGENCIES,Saskatoon Services for Seniors,,,,,,,
,HOME SUPPORT AGENCIES,Stay At Home Health Care,,,,,,,
,HOME SUPPORT AGENCIES,Ultimate Care Agency,,,,,,,
,HOME SUPPORT AGENCIES,Village Rose – Home Health Care,"3010 Arlington Ave. Unit 4, Saskatoon, SK S7J 2H6",306-370-2033,VillageRoseHealthCare@gmail.com,https://www.villagerosehomehealthcare.com/,24/7 Service; Office hours Mon-Fri 8am-4pm,"Village Rose is a structured group of highly qualified, professional private healthcare workers dedicated to providing compassionate home health care. We help our clients achieve the healthiest lifestyle possible: physically, emotionally, and mentally. | Mobility aide, medication administration, vital statistics monitoring, assisted bathing/dressing/personal care, Dementia care, errands and social outings, hospital and appointment accompaniment and after care, end-of-life care, home management, meal preparation, and respite. | * Village Rose staff work in concert with all branches of the SHA, including MAID, CPAS, DCF, and IF. | * Payment methods accepted: cheque, bank payment, credit card.",
,HOSPITALS/CLINICS/WELLNESS CENTRES,Community Health Centre at Market Mall,"55-2325 Preston Avenue S Saskatoon, SK, S7J 2G2",306-844-4050,,SaskHealthAuthority,Mon-Fri: 9:00 am- 5:00 pm Sat- Sun: Closed Details:,,
,HOSPITALS/CLINICS/WELLNESS CENTRES,Geriatric Evaluation and Management (GEM) Services,Saskatoon City Hospital 7th floor 701 Queen St Saskatoon SK S7K 0M7,306-655-8925 Fax: 306-655-8742,,Geriatric Evaluation and Management (GEM) Services - Saskatchewan Physiotherapy Association (saskphysio.org),Clinic and Day Hospital: Mon-Fri 7:30am-4pm,"Outpatient Interdisciplinary Assessment Clinic, Outpatient assessment and treatment day hospital, home visiting nurses, Inpatient consultation service and in reach nurses | Sees patients age 65+ through a variety of different program initiatives. Includes assessment and treatment of; complicated medical issues, physical movement, cognitive ability, functional ability, the environment, social supports, mental health, and medication issues",
,HOSPITALS/CLINICS/WELLNESS CENTRES,Royal University Hospital,103 Hospital Dr Saskatoon SK S7N 0W8,306-655-1000,,Royal University Hospital | SaskHealthAuthority,24-hour Emergency service,,
,HOSPITALS/CLINICS/WELLNESS CENTRES,Saskatoon City Hospital,701 Queen St Saskatoon SK S7K 0M7,306-655-8000,,Saskatoon City Hospital | SaskHealthAuthority,Emergency service 9am-8:30pm / 7 days per week,,
,HOSPITALS/CLINICS/WELLNESS CENTRES,Saskatoon Community Clinic,455 2nd Ave N Saskatoon SK S7K 2C2 (Downtown Clinic),306-652-0300 (Downtown) or 306-664-4310 (Westside),member.relations@communityclinic.ca (General Inquiries) and fdesk@communityclinic.ca (Westside),saskatooncommunityclinic.ca,,"Client-owned health center offering physicians, nursing, counseling services, health information center, lab and x-ray, pharmacy, physical and occupational therapy, nutrition | Group programs, aboriginal seniors' programming | Seniors counselors, social workers make home visits | Volunteers support, isolated and disabled elderly",
,HOSPITALS/CLINICS/WELLNESS CENTRES,St. Paul’s Hospital,20th Street and Avenue P Saskatoon SK S7M 0Z9,306-655-,,St. Paul's Hospital | SaskHealthAuthority,24-hour emergency service,,
,HOSPITALS/CLINICS/WELLNESS CENTRES,"West Winds Primary Health Centre, Saskatoon Health Region",701 Queen St Saskatoon SK S7K 0M7,306-655-7681 Fax: 306-655-8176,info@womensmidlifehealth.ca,Women's Mid-Life Health Program – Support • Inform • Inspire,"Vary depending on Department, building open 8am-4:30pm","Working together with people and communities for better health | Client Patient Access Services (CPAS) | Home Care 306-655-4258 for all agencies | LiveWell with Chronic Conditions 306-655-4260 | Academic Family Medicine 306-655-4200 | Public Health Services 306-655-4275 | Women’s Mid-life Health Program | Information and resources about women’s mid-life health, including newsletters",
,HOUSING,Camponi Housing Corp./La Maison Mamawe-Atosketak Inc.,1715 11th St W Saskatoon SK S7M 1H8,306-653-0384 Fax: 306-653-0394,admin@camponi.ca,Home | Camponi Housing Corporation,Mon-Fri 8:10am-4:30pm,"Provides safe, affordable and quality housing for Metis & Indigenous people in Saskatoon | Affordable rent including a rent geared-to-income program for all family sizes, with rental units in most areas of Saskatoon",
,HOUSING,Canada Mortgage and Housing Corporation,,1-800-668-2642,contactcentre@cmhc.ca,https://www.cmhc-schl.gc.ca,,"Housing information for everyone; construction on new houses, renovations | Information for people with disabilities | Specific publication and information for seniors | Tries to cover all the needs of Canadians | Mortgage loan insurance",
,HOUSING,Cress Housing Corporation,Suite 300-203 Packham Ave Saskatoon SK S7N 4K5,306-244-7747 Fax: 306-244-2444,cress.admin@sktc.sk.ca,Cress Housing - Saskatoon Tribal Council (sktc.sk.ca),Mon-Fri 8am-4:30pm (closed for lunch 12-1),"Targeted to First Nation Renters | Market rent units | Subsidized Housing, Senior Housing, and Accessible Housing",Rent is 25% of your gross monthly income; deductions are given depending on your family composition and for utilities
,HOUSING,Saskatoon Housing Authority,525-24th St E Saskatoon SK S7K 0K9,306-668-2700 Fax: 306-668-2701,saskatoon@skhousing.ca,SHA | Saskatoon Housing Authority,,,
,HOUSING,Saskatoon Housing Initiatives Partnership (SHIP),,306-979-6706 Extension: 101 or 306-986-5278,info@shipyxe.ca,https://shipyxe.ca/,Mon-Fri 8:30am-4:30pm,Research and development of affordable housing and homelessness service and supported housing projects | Administer federal funding for capital and service projects to address homelessness in Saskatoon | Facilitate Saskatoon's Homelessness Action Plan,
,HOUSING,Saskatchewan Housing Corporation,225 1st Ave N Saskatoon SK S7K 1X2,306-933-6292 Fax: 306-933-5374 Toll Free: 1-800-667-7567,,Saskatchewan Housing Corporation,"Mon-Fri 8am-12pm, 1pm-5pm","Repairs for low-income homeowners, depending on funding available | Develops and funds social housing programs for low-income households",
,HOUSING,Saskatoon and Region Personal Care Home Association,,306-229-4673,info@saskatooncarehomes.ca,http://www.saskatooncarehomes.ca,,This website will help you find a personal care home with a vacancy. The website vacancy list is updated on a regular basis to help better serve our community | Beneficial resources are also provided to help you plan for a better future,
,HOUSING,Senior Care Compass,,306.260.8688,anita@seniorcarecompass.ca,https://seniorcarecompass.ca/,Daily 8:30am-6pm Details:,,
,HOUSING,The Mustard Seed Housing Saskatoon,304 2nd Ave S Saskatoon SK S7K 1L1,1.833.448.4673 Housing: 825-222-4742 and 825-401-2590,infosaskatoon@theseed.ca,https://theseed.ca/saskatoon-shelter#housing,,"60 supportive housing units | 24/7 access to wellness and social supports | Healthcare, meals, addiction support, inclusive Indigenous and multi-cultural programming, and recreation | Residents sign a lease, pay rent, and participate in their community | Mustard Seed Shelter [temporary location 210 Pacific Ave] Open 24/7 year-round, the shelter provides 40 beds for vulnerable individuals in Saskatoon. This shelter helps individuals transition into sustainable, long-term housing as quickly as possible. | This is not a drop-in space; services are only available to shelter guests. | Admission is first-come, first-served, and the shelter operates 24/7, offering guests three meals a day. | Guests have access to a full range of support services that address physical, mental, and spiritual well-being, with the goal of helping them move toward greater health, stability, and independence.",
,LEGAL ADVICE & GOVERNANCE,Better Business Bureau of Saskatchewan,,,,,,,
,LEGAL ADVICE & GOVERNANCE,Community Legal Assistance Services for Saskatoon Inner City Inc. (CLASSIC),123 20th St W Saskatoon SK S7M 0W6,306-657-6100 Fax: 306-384-0520,info@classiclaw.ca,www.classiclaw.ca,,"Free, professional, and confidential legal services for low-income members of our community | Full legal representation, summary advice, and community support work | Staff lawyers, articling students, and sometimes student volunteers may conduct work on full legal representation files | Pro bono lawyers provide summary advice and guidance to clients in various areas of law through CLASSIC’s Legal Advice Clinic | Legal advice and representation in areas of law including landlord-tenant disputes, social services, criminal offences, wills, power of attorney, guardianship, human rights, etc. | Summary advice only for family law (no full legal representation)",
,LEGAL ADVICE & GOVERNANCE,Federation of Sovereign Indigenous Nations,134 Kahkewistahaw Cres #10 Saskatoon SK S7R 0M9,306-665-1215 Fax: 306-477-5353,info@fsin.com,www.fsin.com,"Mon-Thurs 8:30am-5pm and Fri 8:30am-4pm, Closed Daily: 12pm-1pm","Education, economic development, health and social development, sport, culture and recreation, urban development, justice, corrections, young offenders issues, disability issues | Protection and promotion of Treaty Rights, Veterans, Senate, Legislative Assembly | Office, Treaty Governance Processes, First Nation Women's Council",
,LEGAL ADVICE & GOVERNANCE,Ombudsman Saskatchewan,"500 - 350 3rd Avenue North, Saskatoon, SK, S7K 6G7",306-787-6211 Toll Free: 1-800-667-9787 Fax: 306-787-9090,ombsktn@ombudsman.sk.ca,www.ombudsman.sk.ca,Mon-Fri 8am-12pm; 1pm-4:30pm,"Takes complaints about Saskatchewan provincial and municipal government services | Independent, impartial and confidential | Call, write or use the online complaint form | Takes complaints from public sector employees",
,LEGAL ADVICE & GOVERNANCE,Pat McNeil Notary Public,620 Heritage Lane Saskatoon SK S7N 5P5,306-221-7285,,,9am-5pm daily,"Documents & Deeds, Affidavits, Transfers of Properties, Land Title Searches, Certified Copy | Statutory Declarations, Power of Attorney, Insurance Signings, Consent to Travel, Passports",
,LEGAL ADVICE & GOVERNANCE,Public Legal Education Association of Saskatchewan Inc. (PLEA),650-333 25th St E Saskatoon SK S7K 0L4,306-653-1868 Fax: 306-653-1869,plea@plea.org,www.plea.org,Mon-Fri 8:30am-4:30pm,"PLEA is a non-profit, non-government organization that provides free services to the people of Saskatchewan. PLEA’s goal is to assist the public in becoming more informed about the law and the legal system. This is done through print materials, websites, our Request a Speaker Program, school resources, self-help resources, and over email and phone lines",
,LEGAL ADVICE & GOVERNANCE,Saskatchewan Human Rights Commission,,306-933-5952 Toll Free: 1-800-667-9249 Fax: 306-933-7863,contact@saskhrc.ca,Saskatchewan Human Rights Commission - Promoting And Protecting Dignity And Equal Rights,Mon-Fri 8:30am-4:30pm,"If a person feels someone has discriminated against them, complaints can be made to the Saskatchewan Human Rights Commission by filling out an Intake Questionnaire that can be accessed online. Please review the Commission’s website “Am I in the Right Place?” | The Commission does not accept walk-in traffic",
,MEDICAL ALERT SYSTEMS,Life Assure,"1760 Main St, Winnipeg MB R2V 1Z7",1-800-354-5706,,https://www.lifeassure.com,Mon-Fri 8am-4pm (CT),"Life Assure Medical Alert is a Canadian provider of medical alert devices and 24/7 medical alert monitoring services that help seniors and individuals live independently with confidence | Our in home and mobile devices connect users to trained Medical Alert Specialists through a simple push of a button and feature fall detection and GPS location support | With no long term contracts, no activation fees, and nationwide coverage for mobile devices, Life Assure provides trusted protection and peace of mind for users and their families across Canada",Contact for more information
,MEDICAL ALERT SYSTEMS,MedicAlert Foundation Canada,405-895 Don Mills Rd Building #2 Toronto ON M3C 1W3,416-696-0267 Toll Free: 1-800-668-1507 Fax: 1-800-392-8422,customerservice@medicalert.ca,www.medicalert.ca,,"Toll-free emergency hotline; centralized database can update medical information | Wallet card, bracelet or necklace is engraved with your ID, medical condition and MedicAlert 24/7 hotline number | Saskatchewan Police (RCMP and municipal police services) have direct access to MedicAlert database","$5.00 activation fee, prices vary depending on type of subscription"
,MEDICAL ALERT SYSTEMS,Philips Lifeline Systems,(Corporate Office) 95 Barber Greene Rd Suite 105 Toronto ON M3C 3E9,1-866-784-1992 Toll Free: 1-800-387-1215 Fax: 1-800-313-9764,referral@lifeline.ca,www.lifeline.ca,,"Philips Lifeline is an easy-to-use medical alert service that lets you summon help any time of the day or night -even if you can't speak. All you have to do is press your Personal Help Button, worn on a wristband or pendant, and a highly trained Personal Response Associate will ensure you get help fast. Ask about AutoAlert, the most widely adopted fall detection technology available in Canada today",
,MEDICAL ALERT SYSTEMS,TELUS Health Medical Alert Pendant with Caregiver App,,1-888-505-8008,,telus.com/en/personal-health/medical-alert-systems/pendant,,,$35 Activation fee applies
,MENTAL HEALTH / NEUROLOGY,Canadian Mental Health Association Saskatoon Branch Inc.,1301 Ave P N Saskatoon SK S7L 2X1,306-384-9333 Fax: 306-978-5777,info@cmhasaskatoon.ca,https://cmhasaskatoon.ca/,"Mon-Thurs 8:30am-4:30pm, Fri-by appointment only",Life skills and Vocational Programming | Mental Health First Aid training and Public Awareness | Supported Independent Living Program | Advocacy and Resource Navigation | Community Support Groups,
,MENTAL HEALTH / NEUROLOGY,Mental Health and Addictions,715 Queen St Saskatoon SK S7K 4X4,306-655-7777,,https://www.saskhealthauthority.ca/your-health/conditions-illnesses-services-wellness/mental-health-and-addictions,Mon-Fri 8am-4:30pm; closed 12pm-12:30pm,"Individuals must complete a centralized intake to access supports | Provides mental health services to adults, families, groups and communities that are experiencing significant distress or dysfunction related to mental disorder, cumulative stress or problems in living, Including addictions and tobacco cessation | Addictions counsel (1-on-1 and group counselling)",
,MENTAL HEALTH / NEUROLOGY,Crocus Co-op,135 Avenue B S Saskatoon SK S7M 1M2,306-477-2960 Fax: 306-477-2962,admin@crocuscooperative.org,www.crocuscooperative.org,Mon-Fri 9am-4pm,"Promoting their rights and responsibilities | Providing a safe, accepting drop-in environment | Promoting the growth of our members through vocational, educational, recreational, and social programs | Must be a member of Crocus Co-op in order to participate in programs",$1 lifetime membership fee. Meals are $5.00 cash or 5/$20 meal pass
,MENTAL HEALTH / NEUROLOGY,Saskatchewan Brain Injury Association,"St. Paul's Hospital, Room #422, 230 Ave R S Saskatoon SK S7M 0Z9",306-373-1555 Toll Free:1-888-373-1555,,www.sbia.ca,Mon-Fri 9am-12pm (only during the summer),"Educational events, prevention information, quarterly provincial newsletter | Advocacy, Survivor & Family Camp & Retreats, social and recreational programs, support for survivors and caregivers",
,MENTAL HEALTH / NEUROLOGY,Schizophrenia Society of Saskatchewan-Saskatoon Branch,230 Avenue R S Rooms #219 & #220 Saskatoon SK S7M 2Z1,306-374-2224,info@schizophrenia.sk.ca,www.schizophrenia.sk.ca,Please contact office to make an appointment,Provides public awareness presentations on schizophrenia and related illnesses for community groups | Provides information and support for people affected and their families | Provide referrals to various mental health and addiction programs in the community when needed,$20.00 annual membership fee
,MOVING / DOWNSIZING / REALTY,74 Doors Professional Organizing,,403-707-9212,susie@74doors.ca,https://www.74doors.ca/,,"Mission is to open doors to more time, clarity and inspiration by helping you organize your busy home and life | Customized organizing plans tailored specifically to your needs | Regular residential cleaning",
,MOVING / DOWNSIZING / REALTY,All-Save Moving Services Inc.,,306-232-6683 Toll Free: 1-855-317-6683,johnstuart@sasktel.net,,"Mon-Fri 9am-6pm, Sat 9am-5pm","We now specialize in helping seniors downsize and dispose of items they no longer need. | We can ship unwanted items anywhere in North America due to my affiliation with the Quick Group of Companies/United/Mayflower agencies. | We believe our job is to protect our customers and their things. I have been taught from the beginning of my career that my customers write my pay cheque, and my customers sustain my family. | We offer regular residential cleaning.",
,MOVING / DOWNSIZING / REALTY,Coldwell Banker Signature Saskatoon Office,200-301 1st Ave N Saskatoon SK S7K 1X5,306-652-2882,,www.coldwellbanker.ca,,"The purpose is to earn the right to your estate needs, as well as providing conscientious service before and after the sale",
,MOVING / DOWNSIZING / REALTY,Home Free Organizing Solutions,,306-291-2531,info@homefreeorganizing.ca,www.homefreeorganizing.ca,Monday – Friday 9:00am-5:00pm,Downsizing services | Packing and unpacking for a move | Estate organizing | Residential organizing,
,MOVING / DOWNSIZING / REALTY,Jay’s Transportation Group,,,,https://jays.ca/locations/saskatoon/,,"Full-service mover | Insured, Trusted, Careful, Respectful & Professional | Professional packing and unpacking | Secure heated storage – monitored 24 hours",
,MOVING / DOWNSIZING / REALTY,Transitions Estate Services,3710 33rd St W Saskatoon SK S7R 0M1,639-470-6084,saskatoon@transitionsestateservices.com,transitionsestateservices.com/,,"Are you planning a move to a smaller home, downsizing, or planning to move to a supported living arrangement? Transitions can help! | Moving Assistance: We will sort and pack your possessions to prepare to move, coordinate movers, and will assist with unpacking at your new home. | Moving Sale: We will sell and donate what you can’t take with you. When we are done, your home will be empty, clean, and ready for sale or possession. | Licensed, Bonded and Insured we are here to help you navigate one of the hardest transitions of your life!",
,MOVING / DOWNSIZING / REALTY,Two Men and a Truck,103 Marquis CT #126 Saskatoon SK S7P 0C6,306-500-1381,,https://twomenandatruck.ca/movers/sk/saskatoon,Mon-Sat 8am-6pm,"Free quotes and senior rates | Local home moving, business moving, packing services, climate-controlled storage, moving boxes and supplies, junk removal, long distance moving, in-home rearranging—moving heavy items within the home",
,MOVING / DOWNSIZING / REALTY,Two Small Men with Big Hearts Moving,1335 Fletcher Rd Saskatoon SK S7M 5H5,306-934-6688,,https://twosmallmen.com/,Mon to Fri: 8am-8pm Sat-Sun: 9am-6:30pm,"Local moves, long distance moves, special item transport, storage services, packing services with special senior rates | Comprehensive guide to planning a move for a senior citizen available | Can help move/rearrange in-home furniture | Packing services",
,MUSIC AND DANCE,The Bassment,202-4th Ave N Saskatoon SK S7K 0K1,306-683-2277,info@thebassment.ca,www.thebassment.ca,,Local and touring artists | Members get discounted ticket prices.,"Yearly membership: $30.00 Single, $50.00 Couple"
,MUSIC AND DANCE,Dibrova Ukrainian Folk Ensemble,430 Crean Lane Saskatoon SK S7J 3X4,306-652-3178,,,,"Choir practice | Orchestral group with choral singing to nursing homes, local venues, and parties",
,MUSIC AND DANCE,"L J Russell, Violin and Bow Maker",,306-665-2899,14gerussell@gmail.com,https://www.violin-tech.com/,,By appointment only * (call to book a time) | Expert stringed instrument repairs and restorations | Bow rehairs and restorations | Appraisals and sales | Free repair estimates | Teaching,
,MUSIC AND DANCE,Orpheus 60 Chorus,504-303 5th Ave N Saskatoon SK S7K 2P6,306-652-0359 (Julie Janzen),,,,A chorus of seniors who rehearse Monday evenings and perform at Senior’s residences Thursday afternoons from September to May. New members welcome; no audition required. | Rehearsals are held at The Bentley Saskatoon.,
,MUSIC AND DANCE,Saskatoon Philharmonic Orchestra,"John H. Schoen Rehearsal Hall, 238 Ave V N Saskatoon SK S7L 3E6",306-477-1406,saskatoonphilharmonicorchestra@gmail.com,https://www.saskatoonphilharmonic.com/,,,"$200 per year, payable as one $200 or two $100 installments."
,MUSIC AND DANCE,“Saltwater Joy” Band,,,saltwaterjoy12@gmail.com or info@saltwaterjoy.com,saltwaterjoy.com,,,Honorarium is flexible and negotiated on a per case basis
,MUSIC AND DANCE,Saskatoon Community Bands Listing,8B-379 3110 8th St E Saskatoon SK S7J 0W2,,stooncommunitybands@gmail.com,www.saskatooncommunitybands.org,,An opportunity for adults of any age to come together for the enjoyment of making music in a concert band setting. Participants must supply their own woodwind or brass instrument. Local music dealers have instruments available for rental or purchase. There are six levels of experience from beginner to advanced,An annual membership fee is required. Please contact for more details.
,MUSIC AND DANCE,Saskatoon Brass Band,,"306-341-2718 (Brian, President)",saskatoonbrassband@gmail.com,www.saskatoonbrassband.org,,"Weekly rehearsals | Play in seniors’ homes, parks, churches, and civic events | Host festivals, such as Prairie Music Residency | New members are welcome and we’re always looking for administrative volunteers",Playing Membership $125/year. Brass instrument rental $25/year plus $50 deposit
